"downloaded","item_id","item_definition","category","8","9","10","11","12","13","14","15","16"
2023-03-22,343,"گاز گرفتن","action_words",0,0.05,0.06,0.15,0.09,0.14,0.13,0.33,0
2023-03-22,344,"گریه کردن","action_words",0,0.1,0.06,0.23,0.09,0.14,0.13,0.33,0.5
2023-03-22,345,"لج کردن/قهر کردن","action_words",0,0,0.06,0.15,0.09,0.07,0.2,0.17,0.5
2023-03-22,346,"لگد زدن","action_words",0,0,0.06,0.08,0,0.07,0.07,0.17,0
2023-03-22,347,"لمس کردن/ دست زدن","action_words",0,0.05,0.06,0.15,0,0.14,0.2,0.25,0.5
2023-03-22,348,"نانای کردن/ رقصیدن","action_words",0,0.1,0.06,0.23,0.18,0.21,0.27,0.33,0.75
2023-03-22,349,"نقاشی کردن","action_words",0,0,0.06,0,0,0.14,0.07,0.17,0.25
2023-03-22,350,"نمازخواندن","action_words",0,0.05,0.06,0,0,0.14,0.27,0.25,0.5
2023-03-22,351,"نوشتن","action_words",0,0,0.06,0,0,0.07,0.07,0.17,0
2023-03-22,352,"امروز","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,353,"امشب","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,354,"بعداً","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,355,"حالا","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,356,"روز","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,357,"شب","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,358,"صبح","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,359,"فردا","time_words",0,0,0,0,0,0,0,0,0
2023-03-22,360,"باز","descriptive_words",0,0,0.06,0,0,0,0.07,0.08,0.25
2023-03-22,361,"بد","descriptive_words",0,0,0.06,0,0.09,0.07,0.33,0.08,0
2023-03-22,362,"بداخلاق","descriptive_words",0,0,0,0,0,0,0.07,0,0
2023-03-22,363,"بزرگ","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,364,"بسته","descriptive_words",0,0,0.06,0,0,0,0.13,0,0
2023-03-22,365,"پُر","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,366,"تاریک","descriptive_words",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,367,"تر / خیس","descriptive_words",0,0,0.06,0,0,0,0.07,0.08,0
2023-03-22,368,"تشنه","descriptive_words",0,0.05,0.06,0.08,0,0,0.27,0.17,0
2023-03-22,369,"تمییز","descriptive_words",0,0,0.06,0,0,0,0.07,0.08,0
2023-03-22,370,"تند/زود/سریع","descriptive_words",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,371,"چاق","descriptive_words",0,0,0,0,0,0,0,0,0
2023-03-22,372,"خالی","descriptive_words",0,0,0.06,0,0,0,0.2,0,0
2023-03-22,373,"خاموش","descriptive_words",0,0,0.06,0,0,0,0.07,0.08,0.25
2023-03-22,374,"خراب","descriptive_words",0,0,0.06,0,0,0,0,0.08,0
2023-03-22,375,"خسته","descriptive_words",0,0,0,0,0,0,0,0,0
2023-03-22,376,"خشک","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,377,"خوب","descriptive_words",0,0,0,0,0,0,0,0,0
2023-03-22,378,"خوشمزه","descriptive_words",0,0.05,0,0,0,0,0.07,0.08,0
2023-03-22,379,"خوشحال","descriptive_words",0,0.05,0,0,0,0,0.07,0.08,0
2023-03-22,380,"خوش اخلاق","descriptive_words",0,0,0,0,0,0,0.07,0,0
2023-03-22,381,"داغ","descriptive_words",0,0,0.12,0.08,0,0.07,0.27,0.25,0.5
2023-03-22,382,"روشن","descriptive_words",0,0,0.06,0,0,0,0,0.08,0.25
2023-03-22,383,"زیاد","quantifiers",0,0,0.06,0,0,0,0,0.08,0
2023-03-22,384,"سخت/سفت","descriptive_words",0,0,0,0,0,0,0.07,0,0
2023-03-22,385,"سرد","descriptive_words",0,0,0.06,0,0,0.07,0.2,0.08,0.25
2023-03-22,386,"سیر","descriptive_words",0,0,0.06,0,0,0,0,0.08,0
2023-03-22,387,"شیطان","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,388,"کثیف","descriptive_words",0,0,0.06,0,0,0,0.13,0.08,0
2023-03-22,389,"کوچک","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,390,"کم","descriptive_words",0,0,0.06,0,0,0,0,0,0
2023-03-22,391,"گرسنه","descriptive_words",0,0,0.06,0,0,0,0.2,0,0
2023-03-22,392,"لاغر","descriptive_words",0,0,0,0,0,0,0,0,0
2023-03-22,393,"مریض","descriptive_words",0,0,0.06,0,0,0,0,0.08,0
2023-03-22,394,"ناز/قشنگ","descriptive_words",0,0,0.06,0,0,0,0.07,0.08,0
2023-03-22,395,"ناراحت","descriptive_words",0,0,0,0,0,0,0.07,0.08,0
2023-03-22,396,"یواش/آهسته","descriptive_words",0,0,0.06,0,0,0,0.13,0.08,0.25
2023-03-22,397,"آن","pronouns",0,0,0,0,0.09,0,0.07,0.17,0.25
2023-03-22,398,"این","pronouns",0,0,0.06,0,0.18,0.07,0.2,0.33,0.25
2023-03-22,399,"آنها","pronouns",0,0,0,0,0,0,0.13,0,0.25
2023-03-22,400,"اینها","pronouns",0,0,0.06,0,0,0,0,0,0
2023-03-22,401,"او","pronouns",0,0,0,0,0.09,0,0.07,0.08,0
2023-03-22,402,"تو","pronouns",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,403,"شما","pronouns",0,0,0,0,0,0,0,0,0
2023-03-22,404,"من","pronouns",0,0,0.06,0.08,0.09,0,0.33,0.33,0
2023-03-22,405,"ما","pronouns",0,0,0.06,0,0,0,0,0,0
2023-03-22,406,"مالِ من/ منِ","pronouns",0,0,0.06,0.08,0.09,0,0.4,0.25,0.25
2023-03-22,407,"مال تو/ توئه","pronouns",0,0,0.06,0,0,0,0,0.08,0
2023-03-22,408,"مال اون/ اونه","pronouns",0,0,0.06,0,0,0,0,0,0
2023-03-22,409,"چرا","question_words",0,0,0,0,0,0,0,0,0
2023-03-22,410,"چطوری/چگونه/ چه جوری","question_words",0,0,0,0,0,0,0,0.08,0
2023-03-22,411,"چی","question_words",0,0,0.12,0,0.18,0.14,0.07,0.25,0.25
2023-03-22,412,"کِی","question_words",0,0,0.19,0.08,0.09,0.07,0.07,0,0.25
2023-03-22,413,"کی(چه کسی)","question_words",0,0,0.06,0.08,0.09,0,0,0.17,0
2023-03-22,414,"کجا/ کو","question_words",0,0.05,0.06,0.08,0.18,0.07,0.2,0.17,0
2023-03-22,415,"آنجا","locations",0,0,0.06,0,0.09,0,0.13,0.08,0
2023-03-22,416,"بالا","locations",0,0,0.06,0,0,0,0.2,0.17,0
2023-03-22,417,"بیرون/ خارج","locations",0,0,0.06,0,0,0,0.07,0,0.25
2023-03-22,418,"پائین","locations",0,0,0.06,0,0,0,0.13,0.08,0
2023-03-22,419,"جلو","locations",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,420,"داخل/ دَر/ توی","locations",0,0,0.06,0,0,0,0.07,0.08,0
2023-03-22,421,"دور","locations",0,0,0.06,0,0,0,0,0,0
2023-03-22,422,"روی","locations",0,0,0.06,0,0,0,0,0,0
2023-03-22,423,"زیر","locations",0,0,0.06,0,0,0,0,0,0
2023-03-22,424,"عقب / پشت","locations",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,425,"کنار","locations",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,426,"بیشتر","quantifiers",0,0,0.06,0,0,0,0,0,0
2023-03-22,427,"خیلی","quantifiers",0,0,0.06,0,0,0,0,0,0
2023-03-22,428,"همان قدر","quantifiers",0,0,0.06,0,0,0,0,0,0
2023-03-22,429,"هیچکدام","quantifiers",0,0,0.06,0,0,0,0,0,0
2023-03-22,430,"هیچی(نه)","quantifiers",0,0,0.06,0,0,0,0.07,0,0
2023-03-22,431,"یکی","quantifiers",0,0,0.06,0,0,0,0.13,0,0
2023-03-22,432,"همه","quantifiers",0,0,0.06,0,0,0,0,0,0.25
2023-03-22,433,"یه کمی/مقداری/ یه کم دیگه","quantifiers",0,0,0,0,0,0,0,0,0
